ticker,company name,short name
RCL,Royal Caribbean Cruises.,Royal Caribbean Cruises
RCM,R1 RCM,R1 RCM
RCMT,RCM,RCM
RCON,Recon Technology.,Recon Technology
RCS,PIMCO Strategicme Fund,PIMCO Strategic Income Fund
RCUS,Arcus Biosciences,Arcus Biosciences
RDC,Rowanpanies plc Class A,Rowan Companies plc
RDCM,Radcom.,Radcom
RDFN,Redfin,Redfin
RDHL,Redhill Biopharma.,Redhill Biopharma
RDI,Reading International,Reading International
RDIB,Reading International,Reading International
RDN,Radian Group,Radian
RDNT,RadNet,RadNet
RDS.A,Royal Dutch Shell PLC American Depositary Shares (Each representing two Class A),Royal Dutch Shell PLC American Depositary Shares (Each representing two A)
RDS.B,Royal Dutch Shell PLC American Depositary Shares (Each representing two Class B),Royal Dutch Shell PLC American Depositary Shares (Each representing two B)
RDUS,Radius Health,Radius Health
RDVT,Red Violet,Red Violet
RDWR,Radware.,Radware
RDY,Dr. Reddy's Laboratories,Dr. Reddy's Laboratories
RE,Everest Re Group.,Everest Re
RECN,Resourcesnection,Resources Connection
REDU,RISE Education Cayman,RISE Education Cayman
REED,Reeds,Reeds
REFR,Research Frontiersrporated,Research Frontiers Incorporated
REG,Regency Centers,Regency Centers
REGI,Renewable Energy Group,Renewable Energy
REGN,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals
REI,Ring Energy,Ring Energy
REK,ProShares Short Real Estate,ProShares Short Real Estate
RELL,Richardson Electronics.,Richardson Electronics
RELV,Reliv' International,Reliv' International
RELX,RELX PLC PLC American Depositary Shares (Each representing One),RELX PLC PLC American Depositary Shares (Each representing One)
REN,Resolute Energyon Stock,Resolute Energy Comon Stock
RENN,Renren American Depositary Shares each representing fifteen Class A,Renren American Depositary Shares each representing fifteen
REPH,Recro Pharma,Recro Pharma
REPL,Replimune Group,Replimune
RES,RPC,RPC
RESI,Front Yard Residential,Front Yard Residential
RESN,Resonant,Resonant
RETA,Reata Pharmaceuticals,Reata Pharmaceuticals
RETL,Direxion Daily Retail Bull 3X Shares,Direxion Daily Retail Bull 3X Shares
RETO,ReTo Eco-Solutions,ReTo Eco-Solutions
REV,Revlon,Revlon
REVG,REV Group,REV
REX,REX American Resources,REX American Resources
REXR,Rexford Industrial Realty,Rexford Industrial Realty
REZ,iShares Trust Residential Real Estate,iShares Trust Residential Real Estate
REZI,Resideo,Resideo
RF,Regions Financial,Regions Financial
RFG,Invesco S&P Midcap 400 Pure Growth,Invesco S&P Midcap 400 Pure Growth
RFI,Cohen & Steers Total Return Realty Fund,Cohen & Steers Total Return Realty Fund
RFIL,RF Industries.,RF Industries
RFL,Rafael Holdings Class B,Rafael B
RFP,Resolute Forest Products,Resolute Forest Products
RFV,Invesco S&P Midcap 400 Pure Value,Invesco S&P Midcap 400 Pure Value
RGA,Reinsurance Group of Americarporated,Reinsurance of America Incorporated
RGCO,RGC Resources,RGC Resources
RGEN,Repligen,Repligen
RGI,Invesco S&P 500 Equal Weight Industrials Portfolio,Invesco S&P 500 Equal Weight Industrials Portfolio
RGLD,Royal Gold,Royal Gold
RGLS,Regulus Therapeutics,Regulus Therapeutics
RGNX,REGENXBIO,REGENXBIO
RGR,Sturm Ruger &pany,Sturm Ruger & Company
RGS,Regis,Regis
RGSE,Real Goods Solar,Real Goods Solar
RGT,Royce Global Value Trust,Royce Global Value Trust
RH,RH,RH
RHE,Regional Health Properties,Regional Health Properties
RHI,Robert Half International,Robert Half International
RHP,Ryman Hospitality Properties (REIT),Ryman Hospitality Properties (REIT)
RHS,Invesco S&P 500 Equal Weightsumer Staples,Invesco S&P 500 Equal Weight Consumer Staples
RHT,Red Hat,Red Hat
RIBT,RiceBran,RiceBran
RICK,RCI Hospitality Holdings,RCI Hospitality
RIF,RMR Real Estateme Fund (MD),RMR Real Estate Income Fund (MD)
RIG,Transocean (Switzerland),Transocean (Switzerland)
RIGL,Rigel Pharmaceuticals,Rigel Pharmaceuticals
RILY,B. Riley Financial,B. Riley Financial
RINF,ProShares Inflation Expectations,ProShares Inflation Expectations
RIO,Rio Tinto Plc,Rio Tinto Plc
RIOT,Riot Blockchain,Riot Blockchain
RIV,RiverNorth Opportunities Fund,RiverNorth Opportunities Fund
RIVE,Riverview Financial,Riverview Financial
RJA,AB Svensk Ekportkredit (Swedish Export Credit) ELEMENTS Linked to the Rogers Internationalmodity Index - Agriculture Total Return Structured Pro,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index Agriculture Total Return Structured Pro
RJF,Raymond James Financial,Raymond James Financial
RJI,AB Svensk Ekportkredit (Swedish Export Credit) ELEMENTS Linked to the Rogers Internationalmodity Index - Total Return Structured Product,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index Total Return Structured Product
RJN,AB Svensk Ekportkredit (Swedish Export Credit) ELEMENTS Linked to the Rogers Internationalmodity Index - Energy Total Return Structured Product,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index Energy Total Return Structured Product
RJZ,AB Svensk Ekportkredit (Swedish Export Credit) ELEMENTS Linked to the Rogers Internationalmodity Index - Metals Total Return Structured Product,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index Metals Total Return Structured Product
RKDA,Arcadia Biosciences,Arcadia Biosciences
RL,Ralph Lauren,Ralph Lauren
RLGT,Radiant Logistics,Radiant Logistics
RLGY,Realogy Holdingsp.,Realogy
RLH,Red Lions Hotels,Red Lions Hotels
RLI,RLIp. (DE),RLI (DE)
RLJ,RLJ Lodging Trust of Beneficial Interest $0.01 par value,RLJ Lodging Trust of Beneficial Interest $0.01 par value
RLM,Realm Therapeutics plc,Realm Therapeutics plc
RLY,SPDR SSgA Multi Asset Real Return,SPDR SSgA Multi Asset Real Return
RM,Regional Managementp.,Regional Management
RMAX,"RE/MAX ",RE/MAX
RMBL,RumbleOn,RumbleOn
RMBS,Rambus,Rambus
RMCF,Rocky Mountain Chocolate Factory,Rocky Mountain Chocolate Factory
RMD,ResMed,ResMed
RMED,Ra Medical Systems,Ra Medical Systems
RMNI,Rimini Street,Rimini Street
RMR,The RMR Group,The RMR
RMT,Royce Micro-Cap Trust,Royce Micro-Cap Trust
RMTI,Rockwell Medical,Rockwell Medical
RNDB,Randolph Bancorp,Randolph Bancorp
RNET,RigNet,RigNet
RNG,Ringcentral Class A,Ringcentral
RNGR,Ranger Energy Services Class A,Ranger Energy Services
RNN,Rexahn Pharmaceuticals,Rexahn Pharmaceuticals
RNP,Cohen & Steers Reit and Preferredme Fund,Cohen & Steers Reit and Preferred Income Fund
RNR,RenaissanceRe Holdings.,RenaissanceRe
RNST,Renasant,Renasant
RNWK,RealNetworks,RealNetworks
ROAD,Construction Partners,Construction Partners
ROAN,Roan Resources Class A,Roan Resources
ROCK,Gibraltar Industries,Gibraltar Industries
ROG,Rogers,Rogers
ROIC,Retail Opportunity Investmentsp.,Retail Opportunity Investments
ROK,Rockwell Automation,Rockwell Automation
ROKU,Roku,Roku
ROL,Rollins,Rollins
ROLL,RBC Bearingsrporated,RBC Bearings Incorporated
ROM,ProShares Ultra Technology,ProShares Ultra Technology
ROOF,IQ US Real Estate Small Cap,IQ US Real Estate Small Cap
ROP,Roper,Roper
ROSE,Rosehill Resources,Rosehill Resources
ROST,Ross Stores,Ross Stores
ROX,Castle Brands,Castle Brands
ROYT,Pacificst Oil Trust Units of Beneficial Interest,Pacific Coast Oil Trust Units of Beneficial Interest
RP,RealPage,RealPage
RPAI,Retail Properties of America Class A,Retail Properties of America
RPD,Rapid7,Rapid7
RPG,Invesco S&P 500 Pure Growth,Invesco S&P 500 Pure Growth
RPM,RPM International,RPM International
RPT,RPT Realty,RPT Realty
RPV,Invesco S&P 500 Pure Value,Invesco S&P 500 Pure Value
RQI,Cohen & Steers Qualityme Realty Fund,Cohen & Steers Quality Income Realty Fund
RRC,Range Resources,Range Resources
RRD,R.R. Donnelley & Sonspany,R.R. Donnelley & Sons Company
RRGB,Red Robin Gourmet Burgers,Red Robin Gourmet Burgers
RRR,Red Rock Resorts,Red Rock Resorts
RRTS,Roadrunner Transportation Systems,Roadrunner Transportation Systems
RS,Reliance Steel & Aluminum (DE),Reliance Steel & Aluminum Co. (DE)
RSG,Republic Services,Republic Services
RSP,Invesco S&P 500 Equal Weight,Invesco S&P 500 Equal Weight
RST,Rosetta Stone,Rosetta Stone
RSX,VanEck Vectors Russia,VanEck Vectors Russia
RTEC,Rudolph,Rudolph
RTH,VanEck Vectors Retail,VanEck Vectors Retail
RTIX,RTI Surgical,RTI Surgical
RTM,Invesco S&P 500 Equal Weight Materials,Invesco S&P 500 Equal Weight Materials
RTN,Raytheonpany,Raytheon Company
RTRX,Retrophin,Retrophin
RTTR,Ritter Pharmaceuticals,Ritter Pharmaceuticals
RTW,RTW Retailwinds,RTW Retailwinds
RUBI,The Rubicon Project,The Rubicon Project
RUBY,Rubius Therapeutics,Rubius Therapeutics
RUN,Sunrun,Sunrun
RUSHA,Rush Enterprises Class Amon Stock,Rush Enterprises Common Stock
RUSHB,Rush Enterprises Class Bmon Stock,Rush Enterprises B Common Stock
RUTH,Ruth's Hospitality Group,Ruth's Hospitality
RVEN,Reven Housing REIT,Reven Housing REIT
RVI,Retail Value,Retail Value
RVLT,Revolution Lighting,Revolution Lighting
RVNC,Revance Therapeutics,Revance Therapeutics
RVP,Retractable,Retractable
RVSB,Riverview Bancorp,Riverview Bancorp
RVT,Royce Value Trust,Royce Value Trust
RWGE,Regalwood Global Energy. Class A,Regalwood Global Energy
RWJ,Oppenheimer S&P SmallCap 600 Revenue,Oppenheimer S&P SmallCap 600 Revenue
RWK,Oppenheimer S&P MidCap 400 Revenue,Oppenheimer S&P MidCap 400 Revenue
RWL,Oppenheimer S&P 500 Revenue,Oppenheimer S&P 500 Revenue
RWLK,ReWalk Robotics,ReWalk Robotics
RWM,ProShares Short Russell2000,ProShares Short Russell2000
RWO,SPDR DJ Wilshire Global Real Estate,SPDR DJ Wilshire Global Real Estate
RWR,SPDR DJ Wilshire REIT,SPDR DJ Wilshire REIT
RWT,Redwood Trust,Redwood Trust
RWW,Oppenheimer S&P Financials Revenue,Oppenheimer S&P Financials Revenue
RWX,SPDR DJ Wilshire Intl Real Estate,SPDR DJ Wilshire Intl Real Estate
RXD,ProShares UltraShort Health Care,ProShares UltraShort Health Care
RXI,iShares Globalsumer Discretionary,iShares Global Consumer Discretionary
RXL,ProShares Ultra Health Care,ProShares Ultra Health Care
RXN,Rexnord,Rexnord
RY,Royal Bank Of Canada,Royal Bank Of Canada
RYAAY,Ryanair Holdings plc American Depositary Shares each representing five Ordinary Shares,Ryanair plc American Depositary Shares each representing five Ordinary Shares
RYAM,Rayonier Advanced Materials,Rayonier Advanced Materials
RYB,RYB Education American depositary shares each representing one Class A,RYB Education American depositary shares each representing one
RYE,Invesco S&P 500 Equal Weight Energy,Invesco S&P 500 Equal Weight Energy
RYF,Invesco S&P 500 Equal Weight Financial,Invesco S&P 500 Equal Weight Financial
RYH,Invesco S&P 500 Equal Weight Health Care,Invesco S&P 500 Equal Weight Health Care
RYI,Ryerson Holding,Ryerson Holding
RYJ,Invesco Raymond James SB-1 Equity,Invesco Raymond James SB-1 Equity
RYN,Rayonier REIT,Rayonier REIT
RYT,Invesco S&P 500 Equal Weight Technology,Invesco S&P 500 Equal Weight Technology
RYTM,Rhythm Pharmaceuticals,Rhythm Pharmaceuticals
RYU,Invesco S&P 500 Equal Weight Utilities,Invesco S&P 500 Equal Weight Utilities
RZG,Invesco S&P Smallcap 600 Pure Growth,Invesco S&P Smallcap 600 Pure Growth
RZV,Invesco S&P Smallcap 600 Pure Value,Invesco S&P Smallcap 600 Pure Value
S,Sprint,Sprint
SA,Seabridge Gold (Canada),Seabridge Gold (Canada)
SAA,ProShares Ultra SmallCap600,ProShares Ultra SmallCap600
SABR,Sabre,Sabre
SACH,Sachem Capitalp.,Sachem Capital
SAEX,SAExploration Holdings,SAExploration
SAFE,Safetyme & Growth,Safety Income & Growth
SAFM,Sanderson Farms,Sanderson Farms
SAFT,Safety Insurance Group,Safety Insurance
SAGE,Sage Therapeutics,Sage Therapeutics
SAGG,Direxion Daily Total Bond Market Bear 1X Shares,Direxion Daily Total Bond Market Bear 1X Shares
SAH,Sonic Automotive,Sonic Automotive
SAIA,Saia,Saia
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,SCIENCE APPLICATIONS INTERNATIONAL
SAIL,SailPoint Holdings,SailPoint
SAL,Salisbury Bancorp,Salisbury Bancorp
SALM,Salem Media Group,Salem Media
SALT,Scorpio Bulkers,Scorpio Bulkers
SAM,Boston Beerpany (The),Boston Beer Company (The)
SAMA,Schultze Special Purpose Acquisitionp.,Schultze Special Purpose Acquisition
SAMG,Silvercrest Asset Management Group,Silvercrest Asset Management
SAN,Banco Santander S.A. Sponsored ADR (Spain),Banco Santander S.A. Sponsored (Spain)
SAND,Sandstorm Gold. (Canada),Sandstorm Gold (Canada)
SANM,Sanmina,Sanmina
SANW,S&W Seedpany,S&W Seed Company
SAP,SAP SE ADS,SAP SE ADS
SAR,Saratoga Investmentp New,Saratoga Investment New
SASR,Sandy Spring Bancorp,Sandy Spring Bancorp
SATS,EchoStar,EchoStar
SAUC,Diversified Restaurant Holdings,Diversified Restaurant
SAVE,Spirit Airlines,Spirit Airlines
SB,Safe Bulkers($0.001 par value),Safe Bulkers ($0.001 par value)
SBAC,SBAmunications,SBA Communications
SBBP,Strongbridge Biopharma plc,Strongbridge Biopharma plc
SBBX,SB One Bancorp,SB One Bancorp
SBCF,Seacoast Banking of Florida,Seacoast Banking of Florida
SBFG,SB Financial Group,SB Financial
SBGI,Sinclair Broadcast Group,Sinclair Broadcast
SBGL,D/B/A Sibanye-Stillwater Limited American Depositary Shares (Each representing four),D/B/A Sibanye-Stillwater Limited American Depositary Shares (Each representing four)
SBH,Sally Beauty Holdings (Name to be changed from Holdings),Sally Beauty (Name to be changed from Inc.)
SBI,Western Asset Intermediate Muni Fund,Western Asset Intermediate Muni Fund
SBLK,Star Bulk Carriersp.,Star Bulk Carriers
SBM,Short Basic Materials,Short Basic Materials
SBNY,Signature Bank,Signature Bank
SBOT,Stellar Biotechnologies,Stellar Biotechnologies
SBOW,SilverBow Resorces,SilverBow Resorces
SBPH,Spring Bank Pharmaceuticals,Spring Bank Pharmaceuticals
SBR,Sabine Royalty Trust,Sabine Royalty Trust
SBRA,Sabra Health Care REIT,Sabra Health Care REIT
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250),Companhia de saneamento Basico Do Estado De Sao Paulo Sabesp American Depositary Shares (Each repstg 250)
SBSI,Southside Bancshares,Southside Bancshares
SBT,Sterling Bancorp,Sterling Bancorp
SBUX,Starbucks,Starbucks
SC,Santandersumer USA Holdings,Santander Consumer USA
SCAC,Saban Capital Acquisitionp.,Saban Capital Acquisition
SCCO,Southernper,Southern Copper
SCD,LMP Capital andme Fund,LMP Capital and Income Fund
SCHA,Schwab U.S. Small-Cap,Schwab U.S. Small-Cap
SCHB,Schwab U.S. Broad Market,Schwab U.S. Broad Market
SCHC,Schwab International Small-Cap Equity,Schwab International Small-Cap Equity
SCHD,Schwab US Dividend Equity,Schwab US Dividend Equity
SCHE,Schwab Emerging Markets Equity,Schwab Emerging Markets Equity
SCHF,Schwab International Equity,Schwab International Equity
SCHG,Schwab U.S. Large-Cap Growth,Schwab U.S. Large-Cap Growth
SCHH,Schwab U.S. REIT,Schwab U.S. REIT
SCHL,Scholastic,Scholastic
SCHM,Schwab U.S. Mid Cap,Schwab U.S. Mid Cap
SCHN,Schnitzer Steel Industries,Schnitzer Steel Industries
SCHO,Schwab Short-Term U.S. Treasury,Schwab Short-Term U.S. Treasury
SCHP,Schwab U.S. TIPs,Schwab U.S. TIPs
SCHR,Schwab Intermediate-Term U.S. Treasury,Schwab Intermediate-Term U.S. Treasury
SCHV,Schwab U.S. Large-Cap Value,Schwab U.S. Large-Cap Value
SCHW,Charles Schwab (The),Charles Schwab (The)
SCHX,Schwab U.S. Large-Cap,Schwab U.S. Large-Cap
SCHZ,Schwab US Aggregate Bond,Schwab US Aggregate Bond
SCI,Service International,Service International
SCIN,Columbia India Small Cap,Columbia India Small Cap
SCJ,iShares MSCI Japan Sm Cap,iShares MSCI Japan Sm Cap
SCKT,Socket Mobile,Socket Mobile
SCL,Stepanpany,Stepan Company
SCM,Stellus Capital Investment,Stellus Capital Investment
SCO,ProShares UltraShort Bloomberg Crude Oil,ProShares UltraShort Bloomberg Crude Oil
SCON,Superconductor,Superconductor
SCOR,comScore,comScore
SCPH,scPharmaceuticals,scPharmaceuticals
SCS,Steelcase,Steelcase
SCSC,ScanSource,ScanSource
SCVL,Shoe Carnival,Shoe Carnival
SCWX,SecureWorksp.,SecureWorks
SCX,L.S. Starrettpany (The),L.S. Starrett Company (The)
SCYX,SCYNEXIS,SCYNEXIS
SCZ,iShares MSCI EAFE Small-Cap ETF,iShares MSCI EAFE Small-Cap ETF
SD,SandRidge Energy,SandRidge Energy
SDI,Standard Diversified Class A,Standard Diversified
SDIV,Global X SuperDividend,Global X SuperDividend
SDLP,Seadrill Partners LLC Representing Limited Liabilitypany Interests,Seadrill Partners LLC Representing Limited Liability Company Interests
SDOG,ALPS Sector Dividend Dogs,ALPS Sector Dividend Dogs
SDOW,UltraPro Short Dow30,UltraPro Short Dow30
SDP,ProShares UltraShort Utilities,ProShares UltraShort Utilities
SDPI,Superior Drilling Products,Superior Drilling Products
SDR,SandRidge Mississippian Trust II representing Beneficial Interests,SandRidge Mississippian Trust II representing Beneficial Interests
SDRL,Seadrill Limited,Seadrill Limited
SDT,SandRidge Mississippian Trust I of Beneficial Interest,SandRidge Mississippian Trust I of Beneficial Interest
SDY,SPDR S&P Dividend,SPDR S&P Dividend
SE,Sea Limited American Depositary Shares each representing one Class A,Sea Limited American Depositary Shares each representing one
SEA,Invesco Shipping,Invesco Shipping
SEAC,SeaChange International,SeaChange International
SEAS,SeaWorld Entertainment,SeaWorld Entertainment
SEB,Seaboard,Seaboard
SECO,Secoo Holding Limited,Secoo Holding Limited
SEDG,SolarEdge,SolarEdge
SEE,Sealed Air,Sealed Air
SEED,Origin Agritech Limited,Origin Agritech Limited
SEEL,Seelos Therapeutics,Seelos Therapeutics
SEF,ProShares Short Financials,ProShares Short Financials
SEIC,SEI Investmentspany,SEI Investments Company
SELB,Selecta Biosciences,Selecta Biosciences
SELF,Global Self Storage,Global Self Storage
SEM,Select Medical Holdings,Select Medical
SEMG,Semgroup Class A,Semgroup
SENEA,Seneca Foodsp. Class Amon Stock,Seneca Foods Common Stock
SENEB,Seneca Foodsp. Class Bmon Stock,Seneca Foods B Common Stock
SENS,Senseonics Holdings,Senseonics
SERV,ServiceMaster Global Holdings,ServiceMaster Global
SES,Synthesis Energy Systems,Synthesis Energy Systems
SESN,Sesen Bio,Sesen Bio
SF,Stifel Financial,Stifel Financial
SFBC,Sound Financial Bancorp,Sound Financial Bancorp
SFBS,ServisFirst Bancshares,ServisFirst Bancshares
SFE,Safeguard Scientifics,Safeguard Scientifics
SFET,Safe-T Group.,Safe-T
SFIX,Stitch Fix,Stitch Fix
SFL,Ship Finance International Limited,Ship Finance International Limited
SFLY,Shutterfly,Shutterfly
SFM,Sprouts Farmers Market,Sprouts Farmers Market
SFNC,Simmons First National,Simmons First National
SFS,Smart & Final Stores,Smart & Final Stores
SFST,Southern First Bancshares,Southern First Bancshares
SFUN,Fang Holdings Limited American Depositary Shares (Each representing Four Class A HK$1.00 par value),Fang Limited American Depositary Shares (Each representing Four HK$1.00 par value)
SG,Sirius International Insurance Group.,Sirius International Insurance
SGA,Sagamunications,Saga Communications
SGB,Southwest Georgia Financial,Southwest Georgia Financial
SGBX,SG Blocks,SG Blocks
SGC,Superior Group ofpanies,Superior of Companies
SGDM,Sprott Gold Miners,Sprott Gold Miners
SGEN,Seattle Genetics,Seattle Genetics
SGH,SMART Global Holdings,SMART Global
SGLB,Sigma Labs,Sigma Labs
SGMA,SigmaTron International,SigmaTron International
SGMO,Sangamo Therapeutics,Sangamo Therapeutics
SGMS,Scientific Gamesp,Scientific Games
SGOC,SGOCO Group,SGOCO
SGOL,Aberdeen Standard Physical Swiss Gold Shares,Aberdeen Standard Physical Swiss Gold Shares
SGRP,SPAR Group,SPAR
SGRY,Surgery Partners,Surgery Partners
SGU,Star Group L.P.,Star
SGYP,Synergy Pharmaceuticals,Synergy Pharmaceuticals
SH,ProShares Short S&P500,ProShares Short S&P500
SHAK,Shake Shack Class A,Shake Shack
SHBI,Shore Bancshares,Shore Bancshares
SHEN,Shenandoah Telecommunications Co,Shenandoah Telecommunications
SHG,Shinhan Financial GroupAmerican Depositary Shares,Shinhan Financial American Depositary Shares
SHI,SINOPEC Shangai Petrochemicalpany.,SINOPEC Shangai Petrochemical Company
SHIP,Seanergy Maritime Holdingsp,Seanergy Maritime
SHLO,Shiloh Industries,Shiloh Industries
SHLX,Shell Midstream Partners L.P. representing Limited Partner Interests,Shell Midstream Partners representing Limited Partner Interests
SHM,SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond,SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond
SHO,Sunstone Hotel Investors,Sunstone Hotel Investors
SHOO,Steven Madden.,Steven Madden
SHOP,Shopify Class A Subordinate,Shopify Subordinate
SHOS,Sears Hometown and Outlet Stores,Sears Hometown and Outlet Stores
SHSP,SharpSpring,SharpSpring
SHV,iShares Short Treasury Bond ETF,iShares Short Treasury Bond ETF
SHW,Sherwin-Williamspany (The),Sherwin-Williams Company (The)
SHY,iShares 1-3 Year Treasury Bond ETF,iShares 1-3 Year Treasury Bond ETF
SIBN,SI-BONE,SI-BONE
SIC,Select Interiorcepts,Select Interior Concepts
SID,Companhia Siderurgica Nacional S.A.,Companhia Siderurgica Nacional S.A.
SIEB,Siebert Financialp.,Siebert Financial
SIEN,Sientra,Sientra
SIF,SIFCO Industries,SIFCO Industries
SIFI,SI Financial Group,SI Financial
SIFY,Sify Limited,Sify Limited
SIG,Signet Jewelers Limited,Signet Jewelers Limited
SIGA,SIGA,SIGA
SIGI,Selective Insurance Group,Selective Insurance
SILC,Silicom,Silicom
SILJ,ETFMG Prime Junior Silver,ETFMG Prime Junior Silver
SILV,SilverCrest Metals,SilverCrest Metals
SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares,Grupo Simec S.A.B. de C.V. American Depositary Shares
SIMO,Silicon Motion Technology,Silicon Motion Technology
SINA,Sina,Sina
SINO,Sino-Global Shipping America.,Sino-Global Shipping America
SINT,SiNtx,SiNtx
SIRI,Sirius XM Holdings,Sirius XM
SITC,SITE Centersp.,SITE Centers
SITE,SiteOne Landscape Supply,SiteOne Landscape Supply
SITO,SITO Mobile.,SITO Mobile
SIVB,SVB Financial Group,SVB Financial
SIVR,Aberdeen Standard Physical Silver Shares,Aberdeen Standard Physical Silver Shares
SIX,Six Flags Entertainment,Six Flags Entertainment
SIZ,AGFiQ U.S. Market Neutral Size Fund,AGFiQ U.S. Market Neutral Size Fund
SJB,ProShares Short High Yield,ProShares Short High Yield
SJI,South Jersey Industries,South Jersey Industries
SJM,J.M. Smuckerpany (The),J.M. Smucker Company (The)
SJNK,SPDR Bloomberg Barclays Short Term High Yield Bond,SPDR Bloomberg Barclays Short Term High Yield Bond
SJR,Shawmunications,Shaw Communications
SJT,San Juan Basin Royalty Trust,San Juan Basin Royalty Trust
SJW,SJW Group (DE),SJW (DE)
SKIS,Peak Resorts,Peak Resorts
SKM,SK Telecom.,SK Telecom Co.
SKT,Tanger Factory Outlet Centers,Tanger Factory Outlet Centers
SKX,Skechers U.S.A.,Skechers U.S.A.
SKY,Skyline Champion,Skyline Champion
SKYS,Sky Solar Holdings.,Sky Solar
SKYW,SkyWest,SkyWest
SKYY,First Trust Cloudputing ETF,First Trust Cloud Computing ETF
SLAB,Silicon Laboratories,Silicon Laboratories
SLB,Schlumberger N.V.,Schlumberger N.V.
SLCA,U.S. Silica Holdings,U.S. Silica
SLCT,Select Bancorp,Select Bancorp
SLDB,Solid Biosciences,Solid Biosciences
SLF,Sun Life Financial,Sun Life Financial
SLG,SL Green Realtyp,SL Green Realty
SLGL,Sol-Gel.,Sol-Gel
SLGN,Silgan Holdings,Silgan
SLM,SLM,SLM
SLNO,Soleno Therapeutics,Soleno Therapeutics
SLP,Simulations Plus,Simulations Plus
SLRC,Solar Capital.,Solar Capital
SLS,SELLAS Life Sciences Group,SELLAS Life Sciences
SLV,iShares Silver Trust,iShares Silver Trust
SLVP,iShares MSCI Global Silver Miners Fund,iShares MSCI Global Silver Miners Fund
SLX,VanEck Vectors Steel,VanEck Vectors Steel
SLY,SPDR S&P 600 Small Cap ETF (based on S&P SmallCap 600 Index -- symbol SML),SPDR S&P 600 Small Cap ETF (based on S&P SmallCap 600 Index -- symbol SML)
SLYG,SPDR S&P 600 Small Cap Growth ETF (based on S&P SmallCap 600 Growth Index --symbol CGK),SPDR S&P 600 Small Cap Growth ETF (based on S&P SmallCap 600 Growth Index --symbol CGK)
SLYV,SPDR S&P 600 Small Cap Value ETF (based on S&P SmallCap Value Index--symbol--CVK,SPDR S&P 600 Small Cap Value ETF (based on S&P SmallCap Value Index--symbol--CVK
SM,SM Energypany,SM Energy Company
SMAR,Smartsheet Class A,Smartsheet
SMB,VanEck Vectors AMT-Free Short Municipal Index,VanEck Vectors AMT-Free Short Municipal Index
SMBC,Southern Missouri Bancorp,Southern Missouri Bancorp
SMBK,SmartFinancial,SmartFinancial
SMED,Sharpspliancep.,Sharps Compliance
SMFG,Sumitomo Mitsui Financial GroupUnsponsored American Depositary Shares (Japan),Sumitomo Mitsui Financial Unsponsored American Depositary Shares (Japan)
SMG,Scotts Miracle-Gropany (The),Scotts Miracle-Gro Company (The)
SMH,VanEck Vectors Semiconductor,VanEck Vectors Semiconductor
SMHI,SEACOR Marine Holdings,SEACOR Marine
SMI,Semiconductor Manufacturing International ADR,Semiconductor Manufacturing International
SMIT,Schmitt Industries,Schmitt Industries
SMLP,Summit Midstream Partners LP Representing Limited Partner Interests,Summit Midstream Partners Representing Limited Partner Interests
SMM,Salient Midstream of Beneficial Interest,Salient Midstream of Beneficial Interest
SMMF,Summit Financial Group,Summit Financial
SMMT,Summit Therapeutics plc,Summit Therapeutics plc
SMMU,Short Term Municipal Bond Active Exchange-Traded Fund,Short Term Municipal Bond Active Exchange-Traded Fund
SMN,ProShares UltraShort Basic Materials,ProShares UltraShort Basic Materials
SMP,Standard Motor Products,Standard Motor Products
SMPL,The Simply Good Foodspany,The Simply Good Foods Company
SMRT,Stein Mart,Stein Mart
SMSI,Smith Micro Software,Smith Micro Software
SMTA,Spirit MTA REIT of Beneficial Interest,Spirit MTA REIT of Beneficial Interest
SMTC,Semtech,Semtech
SMTS,Sierra Metals,Sierra Metals
SMTX,SMTC,SMTC
SN,Sanchez Energy,Sanchez Energy
SNA,Snap-Onrporated,Snap-On Incorporated
SNAP,Snap Class A,Snap
SNBR,Sleep Number,Sleep Number
SNCR,Synchronoss,Synchronoss
SND,Smart Sand,Smart Sand
SNDE,Sundance Energy Australia Limited,Sundance Energy Australia Limited
SNDR,Schneider National,Schneider National
SNDX,Syndax Pharmaceuticals,Syndax Pharmaceuticals
SNE,Sony,Sony
SNES,SenesTech,SenesTech
SNFCA,Security National Financial Class Amon Stock,Security National Financial Common Stock
SNGX,Soligenix,Soligenix
SNH,Senior Housing Properties Trust,Senior Housing Properties Trust
SNHY,Sun Hydraulics,Sun Hydraulics
SNLN,Highland/iBoxx Senior Loan ETF,Highland/iBoxx Senior Loan ETF
